gemænscipe,n,community,community,not_edited
gemære,n,border,border,not_edited
gemætan,vt,to dream; to occur (to one) in a dream ( + dative),to dream; to occur (to one) in a dream,edited
gemæte,adj,meet; of suitable dimensions; made to fit,meet; of suitable dimensions; made to fit,not_edited
geneat,n,a companion; associate; vassal,a companion; associate; vassal,not_edited
genefa,n,nephew,nephew,not_edited
genemnan,v,to give somebody or something a name; to name,to give somebody or something a name; to name,not_edited
genemnendlic,adj," nameable, knowable","nameable, knowable",edited
gener,n,a refuge; protection; asylum; sanctuary,a refuge; protection; asylum; sanctuary,not_edited
generian,v," to save, deliver, take away, set free, preserve, defend","to save, deliver, take away, set free, preserve, defend",edited
generstede,n,a place of refuge; asylum,a place of refuge; asylum,not_edited
genesan,v," to preserve, save, escape from; flee","to preserve, save, escape from; flee",edited
geniedan,v," to force, compel","to force, compel",edited
genift,n,a daughter of a cousin,a daughter of a cousin,not_edited
geniht,n,sufficiency,sufficiency,not_edited
genihtful,adj," plentiful, profuse","plentiful, profuse",edited
genihtsum,adj," abundant, plentiful, fruitful","abundant, plentiful, fruitful",edited
genihtsumian,v," to overflow in or with, to have abundance","to overflow in or with, to have abundance",edited
genihtsumnes,n,abundance as a condition or an amount,abundance as a condition or an amount,not_edited
genihtsumung,n,abundance,abundance,not_edited
geniman,v," to grasp, comprehend, take to wife","to grasp, comprehend, take to wife",edited
genip,n," mist, vapours, darkness, obscurity","mist, vapours, darkness, obscurity",edited
genog,adj," enough, sufficient","enough, sufficient",edited
genugan,v," to be sufficient, be enough, suffice","to be sufficient, be enough, suffice",edited
genyttian,v," to make use of, enjoy","to make use of, enjoy",edited
geoc,n,yoke,yoke,not_edited
geofon,n," ocean, sea","ocean, sea",edited
geofonyþ,n," a sea-wave, billow","a sea-wave, billow",edited
geogolere,n,juggler,juggler,not_edited
geoguþ,n,youth (quality or state of being young),youth (quality or state of being young),not_edited
geol,n," Yuletide, Christmas","Yuletide, Christmas",edited
geola,n," the Yule period of time, covering December and January","the Yule period of time, covering December and January",edited
geolo,adj,yellow,yellow,not_edited
geoloca,n,yolk,yolk,not_edited
geolu,adj,yellow,yellow,not_edited
geoluread,adj," the color orange (literally ""yellow-red"")","the color orange (literally ""yellow-red"")",edited
geolwian,v,to become yellow,to become yellow,not_edited
geomor,adj," sad, sorrowful, mournful","sad, sorrowful, mournful",edited
geomrian,v,to complain,to complain,not_edited
geon,adj,yon,yon,not_edited
geondblawan,v,to breathe upon,to breathe upon,not_edited
geondbrædan,vt," to overspread, extend over","to overspread, extend over",edited
geonddrencan,vt,to saturate (with liquor) (+ of),to saturate,edited
geondfaran,vt," to go through, pervade","to go through, pervade",edited
geondfeolan,vt," to fill throughout, permeate","to fill throughout, permeate",edited
geondferan,v," to travel through, traverse","to travel through, traverse",edited
geondflowan,v,to flow through,to flow through,not_edited
geondgangan,v," to go through or about, perambulate","to go through or about, perambulate",edited
geondgeotan,vt,to cover by pouring,to cover by pouring,not_edited
geondhierdan,vt,to harden or temper thoroughly,to harden or temper thoroughly,not_edited
geondhweorfan,vt," to turn or pass through, traverse","to turn or pass through, traverse",edited
geondlacan,v,to move through or over,to move through or over,not_edited
geondleccan,vt," to water, irrigate","to water, irrigate",edited
geondleohtend,n,light giver,light giver,not_edited
geondlihtan,vt," to enlighten, illuminate","to enlighten, illuminate",edited
geondmengan,v," to mingle throughout, confuse","to mingle throughout, confuse",edited
geondrecan,vt," to smoke thoroughly, fill with smoke","to smoke thoroughly, fill with smoke",edited
geondsawan,vt," to sow, scatter, or spread around; to disseminate","to sow, scatter, or spread around; to disseminate",edited
geondsceawian,vt," to look through, at, or about; to survey","to look through, at, or about; to survey",edited
geondscinan,vt," to shine upon, illuminate","to shine upon, illuminate",edited
geondscriþan,vt,to go through or about; to traverse,to go through or about; to traverse,not_edited
geondsecan,vt," to search thoroughly, investigate","to search thoroughly, investigate",edited
geondsendan,vt,to overspread,to overspread,not_edited
geondseon,vt,to see beyond or through; to have wide-ranging perspective on,to see beyond or through; to have wide-ranging perspective on,not_edited
geondsmeagan,vt," to search through, examine","to search through, examine",edited
geondsprengan,vt,to sprinkle over,to sprinkle over,not_edited
geondspringan,v," to become diffuse, spread about","to become diffuse, spread about",edited
geondspætan,vt," to spit, squirt, or syringe through","to spit, squirt, or syringe through",edited
geondstredan,v," to scatter about, sprinkle","to scatter about, sprinkle",edited
geondstyrian,v,to move or stir violently,to move or stir violently,not_edited
geondswogan,v,to rush through or over (a surface),to rush through or over (a surface),not_edited
geondwadan,vi,to wade thoroughly or persistently through (+ þurh) something,to wade thoroughly or persistently through  something,edited
geondwlitan,vt,to look or see through; to look over,to look or see through; to look over,not_edited
geondyrnan,vt,to run over or through something,to run over or through something,not_edited
geondþencan,v," to think over, consider, contemplate","to think over, consider, contemplate",edited
geong,adj,young,young,not_edited
geonga,n,boy,boy,not_edited
geongling,n,a youth,a youth,not_edited
georn,adj,eager,eager,not_edited
georran,v,to chatter,to chatter,not_edited
geotan,v," to pour, gush","to pour, gush",edited
geposu,n,a head cold; catarrh,a head cold; catarrh,not_edited
ger,n,year,year,not_edited
gerad,n," council, judgement, wisdom, reason","council, judgement, wisdom, reason",edited
gerar,n," roar, howl","roar, howl",edited
gerec,n," rule, government","rule, government",edited
gereccan,v," to show, demonstrate","to show, demonstrate",edited
gerecednes,n," narrative, history","narrative, history",edited
gerecenian,v,to explain,to explain,not_edited
gerefa,n,a reeve or official with local jurisdiction under the king; the chief magistrate of a district,a reeve or official with local jurisdiction under the king; the chief magistrate of a district,not_edited
gerene,n,an ornament,an ornament,not_edited
geriht,adj,right; just,right; just,not_edited
gerihtan,v," to right, set in order, make clear","to right, set in order, make clear",edited
gerihte,n,right; due; justice,right; due; justice,not_edited
gerim,n,number,number,not_edited
geriman,v," to number, reckon","to number, reckon",edited
gerimboc,n,book of numerals,book of numerals,not_edited
gerinnan,v," to blend, run together, coagulate","to blend, run together, coagulate",edited
gerisene,n,what is fitting; the proper or appropriate thing,what is fitting; the proper or appropriate thing,not_edited
gerum,n," room, space","room, space",edited
geryne,n,mystery,mystery,not_edited
geræd,n," council, judgement, wisdom, reason","council, judgement, wisdom, reason",edited
gerædan,v," to advise, to give counsel","to advise, to give counsel",edited
geræde,adj," ready, prompt, prepared; ready to ride, mounted (on a horse)","ready, prompt, prepared; ready to ride, mounted (on a horse)",edited
gesacan,v," to strive against, oppose; withstand, resist","to strive against, oppose; withstand, resist",edited
gesamnian,v," to collect, bring together, gather","to collect, bring together, gather",edited
gesamnung,n," a meeting, congregation, or assembly","a meeting, congregation, or assembly",edited
gesawan,v,to sow,to sow,not_edited
gesaweled,adj,provided with soul,provided with soul,not_edited
gescad,n,separation,separation,not_edited
gescead,n,reason (a reason or the faculty of reason),reason (a reason or the faculty of reason),not_edited
gesceadan,v," to distinguish, discern, decide, separate","to distinguish, discern, decide, separate",edited
gesceadwis,adj," logical, rational, reasonable","logical, rational, reasonable",edited
gesceaft,n,creation,creation,not_edited
gesceap,n,creation,creation,not_edited
gesceapennes,n,creation,creation,not_edited
gesceaphwil,n," the fated moment, the destined time (of death)","the fated moment, the destined time (of death)",edited
gesceawian,v," to exhibit, manifest, spew","to exhibit, manifest, spew",edited
gesceon,v," to occur, happen, befall; to fall to","to occur, happen, befall; to fall to",edited
gescieppan,v,to destine a lot to,to destine a lot to,not_edited
gescierpt,adj,acute,acute,not_edited
gescufan,v," to expel, eject (with violence)","to expel, eject",edited
gescæphwil,n," fated time, destined hour","fated time, destined hour",edited
gesealdnis,n,a giving,a giving,not_edited
gesecan,vt,to seek (after),to seek (after),not_edited
gesegen,n,conversation,conversation,not_edited
gesehtlian,v,to reconcile,to reconcile,not_edited
gesellan,v,to give,to give,not_edited
gesendan,v," to send, dispatch for an errand, send off","to send, dispatch for an errand, send off",edited
geseon,v,to see,to see,not_edited
geset,n," a sitting, lying in wait, ambush","a sitting, lying in wait, ambush",edited
gesetnes,n,constitution; law,constitution; law,not_edited
gesettan,v," to confirm, restore, appoint, decree, settle","to confirm, restore, appoint, decree, settle",edited
gesewenlic,adj,visible,visible,not_edited
geseþan,v," to declare true; to state as fact; to assert, affirm","to declare true; to state as fact; to assert, affirm",edited
geseþend,n,somebody who affirms or asserts,somebody who affirms or asserts,not_edited
geseþnes,n,an attestation,an attestation,not_edited
geseþung,n,an assertion,an assertion,not_edited
gesieltan,v,to salt,to salt,not_edited
gesihþ,n,sight; vision,sight; vision,not_edited
gesincan,v,to sink,to sink,not_edited
gesittan,v," to take a seat, come to rest, sit down, recline","to take a seat, come to rest, sit down, recline",edited
gesiþ,n," companion, comrade","companion, comrade",edited
gesiþscipe,n," society, fellowship","society, fellowship",edited
geslean,v," to strike (with something), smite, slay, quell, kill, fight","to strike , smite, slay, quell, kill, fight",edited
gesliefed,adj,sleeved,sleeved,not_edited
gesmeag,n,intrigue,intrigue,not_edited
gesmeagan,v,to search,to search,not_edited
gesnot,n,nasal mucus; snot,nasal mucus; snot,not_edited
gesoþian,v,to prove the truth of; to bear witness,to prove the truth of; to bear witness,not_edited
gespannan,v," to span, clasp, fasten, join; attach; link","to span, clasp, fasten, join; attach; link",edited
gespedan,v,to have success; to succeed,to have success; to succeed,not_edited
gespedsumian,v," to succeed, prosper","to succeed, prosper",edited
gespelia,n,vicar,vicar,not_edited
gespowan,v," to succeed, prosper","to succeed, prosper",edited
gesprecan,v,to speak (with); to agree,to speak ; to agree,edited
gespræc,n," a conversation, discourse, speech, advice","a conversation, discourse, speech, advice",edited
gespyrian,v," to track, search, seek","to track, search, seek",edited
gestandan,v," to remain, last, exist, stand still","to remain, last, exist, stand still",edited
gestaþolian,v," to fix, place firmly, set","to fix, place firmly, set",edited
gestaþoliend,n," a founder, establisher","a founder, establisher",edited
gestaþolung,n," firmness, stability","firmness, stability",edited
gestigan,v," to climb, ascend","to climb, ascend",edited
gestillan,v," to rest, cease, mute, quiet, allay, make still; bestill","to rest, cease, mute, quiet, allay, make still; bestill",edited
gestincan,v,to smell (sense with the nose),to smell (sense with the nose),not_edited
gestreon,n," treasure, wealth","treasure, wealth",edited
gestrienendlic,adj,begetting,begetting,not_edited
gesund,adj,healthy,healthy,not_edited
gesundfull,adj," sound, whole, healthy, prosperous","sound, whole, healthy, prosperous",edited
gesundrian,v," to sunder, separate, divide","to sunder, separate, divide",edited
geswencan,v," to cause distress, fatigue","to cause distress, fatigue",edited
geswencednes,n,sorrow,sorrow,not_edited
gesweor,n,male cousin,male cousin,not_edited
gesweostor,n,sisters [used as a plural of sweostor],sisters,edited
geswerian,v," to swear an oath, promise","to swear an oath, promise",edited
